datetime,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3day_mm,temperature_c,humidity_percent,pressure_hpa,wind_speed_kmh,cloud_cover_percent,flood
2018-08-23 22:00:00,16.13,28.25,63.69,125.31,33.57,80.3,1013.68,8.69,58.04,1
2018-08-23 23:00:00,3.45,16.44,56.74,241.23,23.82,53.97,1018.41,9.2,62.13,0
2018-08-24 00:00:00,2.29,6.14,71.69,210.57,34.55,68.13,1012.47,4.31,77.8,0
2018-08-24 01:00:00,12.96,21.05,71.34,128.67,34.51,65.78,1004.7,11.82,30.28,0
2018-08-24 02:00:00,3.09,3.24,109.67,153.06,27.06,78.06,1008.19,16.45,67.39,0
2018-08-24 03:00:00,2.41,22.4,140.41,212.92,19.74,77.05,1003.5,13.99,90.47,1
2018-08-24 04:00:00,10.36,20.95,51.36,123.7,32.2,74.34,1010.0,4.26,44.55,0
2018-08-24 05:00:00,1.04,10.47,23.17,90.77,21.02,65.45,1007.63,8.04,24.34,0
2018-08-24 06:00:00,8.21,23.6,57.8,84.72,27.98,78.03,1009.2,5.86,46.88,0
2018-08-24 07:00:00,5.39,19.13,36.19,87.99,36.25,62.29,1007.63,6.59,36.93,0
2018-08-24 08:00:00,9.61,24.74,49.8,100.29,14.6,63.36,1021.55,25.19,45.66,0
2018-08-24 09:00:00,7.4,24.52,62.31,148.98,26.42,61.77,1012.9,2.24,51.17,0
2018-08-24 10:00:00,31.4,43.29,52.6,190.3,24.38,49.12,1006.85,1.2,56.71,0
2018-08-24 11:00:00,5.9,10.98,59.45,109.9,25.4,69.0,1010.76,8.75,70.22,1
2018-08-24 12:00:00,3.08,7.39,39.79,122.9,20.16,66.15,1020.45,11.53,66.39,0
2018-08-24 13:00:00,4.81,12.36,32.05,36.82,39.41,65.87,1016.25,3.07,34.93,0
2018-08-24 14:00:00,7.33,43.93,47.22,127.41,28.89,59.08,1010.58,4.87,63.49,0
2018-08-24 15:00:00,19.58,32.87,97.05,106.39,16.71,60.36,1006.85,9.27,76.41,0
2018-08-24 16:00:00,8.71,27.43,98.16,131.61,30.02,64.06,1011.25,1.52,57.27,0
2018-08-24 17:00:00,1.89,11.61,77.59,121.75,34.19,70.74,1007.72,17.15,50.69,0
2018-08-24 18:00:00,11.93,23.17,40.13,126.38,27.58,72.82,1017.44,20.68,56.73,0
2018-08-24 19:00:00,1.75,8.45,53.97,126.48,36.95,48.43,1023.89,1.83,61.95,0
2018-08-24 20:00:00,1.19,20.51,92.99,109.03,16.5,87.43,1010.75,8.45,89.36,0
2018-08-24 21:00:00,0.89,11.37,54.07,141.07,34.25,43.16,1011.69,10.21,53.36,0
2018-08-24 22:00:00,4.56,25.25,65.42,246.45,26.59,84.69,1004.88,6.42,37.66,0
2018-08-24 23:00:00,4.76,6.06,103.92,129.94,23.05,62.86,1017.22,19.1,100.0,1
2018-08-25 00:00:00,2.23,23.66,117.16,167.09,32.35,90.24,1011.74,43.29,85.22,1
2018-08-25 01:00:00,0.69,6.49,31.56,92.76,32.23,55.76,1003.36,8.88,30.86,0
2018-08-25 02:00:00,1.23,7.98,29.91,88.28,36.33,74.07,1013.84,13.69,18.88,0
2018-08-25 03:00:00,8.87,33.89,52.46,171.6,36.06,40.86,1011.2,7.41,36.74,1
2018-08-25 04:00:00,3.52,30.98,37.48,139.18,28.39,67.17,1012.52,15.05,50.09,0
2018-08-25 05:00:00,1.44,15.57,100.23,180.76,19.13,82.86,1007.58,6.05,73.54,0
2018-08-25 06:00:00,5.37,31.55,73.81,137.03,17.96,70.95,1011.08,15.53,32.29,1
2018-08-25 07:00:00,6.44,14.56,40.01,142.16,18.49,67.73,1006.35,5.78,32.02,1
2018-08-25 08:00:00,7.13,16.52,53.41,68.0,25.59,74.7,1011.75,13.13,35.83,0
2018-08-25 09:00:00,5.17,37.14,126.69,322.94,29.34,79.39,1012.76,6.71,79.18,1
2018-08-25 10:00:00,4.4,6.28,16.17,138.87,31.02,53.07,1011.62,13.23,31.0,0
2018-08-25 11:00:00,13.88,32.92,115.71,247.2,31.15,62.45,1005.53,10.09,57.69,1
2018-08-25 12:00:00,1.3,13.03,47.57,279.18,23.46,72.64,1018.61,3.37,47.12,1
2018-08-25 13:00:00,3.81,19.42,67.03,187.43,35.53,77.79,1016.49,27.14,92.67,0
2018-08-25 14:00:00,3.28,17.17,66.66,96.61,36.84,73.72,1005.62,4.28,45.33,0
2018-08-25 15:00:00,5.76,21.14,114.0,190.82,22.42,83.01,1007.09,19.83,100.0,0
2018-08-25 16:00:00,10.27,21.79,39.62,157.89,27.4,64.49,1011.93,8.03,33.61,0
2018-08-25 17:00:00,5.59,20.79,152.74,228.45,31.74,77.85,1009.26,8.72,84.25,1
2018-08-25 18:00:00,21.97,40.84,52.85,134.2,36.0,75.77,1014.45,1.74,12.65,0
2018-08-25 19:00:00,7.64,17.46,38.09,179.85,31.29,56.88,1010.33,29.81,56.94,0
2018-08-25 20:00:00,0.98,12.78,67.77,130.41,24.7,68.27,1006.05,6.95,61.74,0
2018-08-25 21:00:00,3.29,18.07,103.88,265.01,22.34,79.09,1010.87,3.38,37.54,0
2018-08-25 22:00:00,7.87,34.2,52.74,98.94,22.03,78.24,1007.63,2.96,49.3,0
2018-08-25 23:00:00,2.36,5.3,15.93,97.67,26.56,28.58,1015.52,17.17,5.34,0
2018-08-26 00:00:00,6.25,11.72,100.52,117.33,25.16,81.74,1012.38,22.43,100.0,0
2018-08-26 01:00:00,5.9,46.78,72.74,89.59,20.93,63.53,1019.55,4.47,59.59,0
2018-08-26 02:00:00,4.49,21.86,49.25,311.63,31.92,68.83,1018.11,7.51,40.98,0
2018-08-26 03:00:00,0.83,17.77,56.21,131.75,26.07,46.2,1014.63,0.75,44.61,0
2018-08-26 04:00:00,2.06,57.25,90.53,152.67,30.4,63.73,1008.19,11.24,75.01,1
2018-08-26 05:00:00,23.75,40.49,96.67,183.47,20.85,84.06,1005.63,5.14,67.1,0
2018-08-26 06:00:00,3.05,11.92,24.49,127.4,33.55,71.07,1017.7,9.6,16.58,0
2018-08-26 07:00:00,3.49,4.54,13.99,47.06,32.57,55.52,1014.74,24.48,35.37,0
2018-08-26 08:00:00,3.47,14.77,61.94,182.34,34.36,83.1,1007.06,12.96,40.12,1
2018-08-26 09:00:00,10.05,23.51,72.53,126.24,27.34,67.94,1011.41,6.94,73.39,0
2018-08-26 10:00:00,3.68,27.27,83.31,334.5,26.7,73.2,1009.45,18.05,84.72,0
2018-08-26 11:00:00,4.59,29.07,83.05,165.16,31.44,61.57,1008.73,7.92,60.1,1
2018-08-26 12:00:00,5.59,25.02,34.64,44.67,35.12,56.56,1012.65,4.84,13.46,0
2018-08-26 13:00:00,11.05,38.09,91.49,142.34,27.87,75.53,1006.82,18.91,65.62,0
2018-08-26 14:00:00,4.62,19.88,71.74,153.5,19.4,44.61,1004.67,12.96,58.76,0
2018-08-26 15:00:00,5.15,8.21,19.39,44.2,25.49,59.41,1021.81,14.38,9.22,0
2018-08-26 16:00:00,2.5,13.15,83.69,178.02,35.44,74.4,1009.21,12.54,34.89,0
2018-08-26 17:00:00,6.39,17.11,35.14,139.16,32.24,61.3,1014.94,4.95,8.74,0
2018-08-26 18:00:00,8.23,22.48,38.74,102.94,29.7,76.3,1004.02,15.4,58.57,0
2018-08-26 19:00:00,8.75,36.46,93.45,102.98,25.66,66.94,1003.15,0.92,83.36,1
2018-08-26 20:00:00,20.92,33.53,47.11,251.01,37.39,61.04,1006.89,21.74,25.57,0
2018-08-26 21:00:00,1.88,14.73,44.65,65.23,22.32,58.95,1006.86,0.68,60.2,0
2018-08-26 22:00:00,4.82,64.75,91.33,145.08,28.1,68.35,1004.89,14.82,73.03,1
2018-08-26 23:00:00,3.71,9.58,32.69,147.92,30.65,59.2,1007.27,21.08,43.32,0
2018-08-27 00:00:00,17.98,34.29,53.5,152.78,30.36,58.97,1015.17,11.95,0.0,0
2018-08-27 01:00:00,9.05,17.3,137.79,178.41,23.65,90.97,1004.56,10.43,84.27,1
2018-08-27 02:00:00,0.48,18.01,72.78,112.8,32.57,81.98,999.68,25.94,76.07,0
2018-08-27 03:00:00,2.25,32.28,53.35,129.91,31.29,75.99,1011.8,1.22,15.12,0
2018-08-27 04:00:00,3.24,24.99,46.53,78.32,29.02,70.43,1009.01,12.12,70.03,1
2018-08-27 05:00:00,0.63,16.7,60.78,136.46,30.36,56.13,1018.53,11.16,63.52,0
2018-08-27 06:00:00,5.19,18.22,44.69,166.34,25.06,62.19,1011.12,13.92,40.65,0
2018-08-27 07:00:00,2.63,29.69,75.73,125.77,38.23,89.41,1016.69,3.78,45.95,1
2018-08-27 08:00:00,21.65,44.34,58.9,124.82,35.46,63.38,1009.71,4.46,63.84,0
2018-08-27 09:00:00,6.34,19.49,57.82,149.72,24.41,69.26,1007.98,10.57,55.96,0
2018-08-27 10:00:00,3.1,58.72,118.13,274.91,27.13,61.23,1011.85,9.4,79.56,1
2018-08-27 11:00:00,1.43,8.73,45.58,142.09,34.36,68.53,1005.21,9.21,53.06,0
2018-08-27 12:00:00,4.4,57.22,85.17,132.37,31.7,63.5,1015.65,7.44,49.89,0
2018-08-27 13:00:00,16.74,44.54,93.85,227.44,28.77,69.17,1007.8,6.99,62.12,1
2018-08-27 14:00:00,3.76,8.14,13.14,130.18,22.67,29.73,1004.77,2.61,21.52,0
2018-08-27 15:00:00,4.44,12.39,71.68,202.69,23.23,67.31,1013.08,4.57,49.83,0
2018-08-27 16:00:00,12.4,28.57,34.5,92.04,28.58,70.12,1010.73,5.58,39.81,1
2018-08-27 17:00:00,6.16,9.56,75.52,222.28,37.36,77.91,1004.33,5.22,58.55,1
2018-08-27 18:00:00,9.87,32.97,60.11,110.72,34.59,61.83,1012.93,3.62,61.77,0
2018-08-27 19:00:00,6.77,19.45,82.03,121.87,31.64,77.4,1007.63,8.25,70.26,1
2018-08-27 20:00:00,6.42,30.24,102.32,250.72,32.29,82.98,1012.97,19.28,92.23,0
2018-08-27 21:00:00,0.44,22.15,50.66,124.25,15.6,56.38,1010.54,5.59,23.14,0
2018-08-27 22:00:00,1.16,12.28,80.81,155.69,29.9,79.18,1012.44,7.78,80.33,0
2018-08-27 23:00:00,5.55,13.67,55.7,87.87,29.85,61.65,1009.6,17.78,42.2,0
2018-08-28 00:00:00,1.61,3.19,52.24,87.67,20.1,51.1,1003.58,11.39,36.63,0
2018-08-28 01:00:00,4.41,58.81,138.26,179.41,40.47,72.86,1012.47,14.34,83.71,0
2018-08-28 02:00:00,1.01,21.71,67.02,121.37,30.76,69.2,1006.92,14.76,42.58,0
2018-08-28 03:00:00,12.48,17.41,80.09,135.6,31.32,54.3,1000.15,10.47,53.42,0
2018-08-28 04:00:00,1.88,14.53,128.88,145.59,24.05,57.55,1006.47,4.67,95.42,0
2018-08-28 05:00:00,1.42,28.29,90.61,206.14,29.67,75.17,1006.39,4.03,91.41,1
2018-08-28 06:00:00,0.7,14.73,41.32,243.1,29.05,65.89,1016.05,15.49,47.94,0
2018-08-28 07:00:00,8.66,12.49,55.49,87.67,38.79,62.2,1007.75,3.01,37.61,0
2018-08-28 08:00:00,4.4,26.98,48.41,118.27,33.51,64.55,1010.72,3.73,25.64,1
2018-08-28 09:00:00,12.1,15.95,60.34,187.91,29.3,72.34,1013.6,10.53,46.55,1
2018-08-28 10:00:00,2.52,27.38,56.76,199.22,19.88,48.02,1011.27,3.76,48.37,0
2018-08-28 11:00:00,1.12,19.03,66.5,119.1,21.3,40.0,1015.74,12.09,44.46,0
2018-08-28 12:00:00,4.2,17.18,80.4,212.31,14.05,77.49,1015.45,10.69,60.74,0
2018-08-28 13:00:00,14.2,26.76,47.6,74.78,26.35,67.19,1006.66,19.61,41.4,0
2018-08-28 14:00:00,0.42,11.1,48.64,55.55,31.03,68.91,1013.11,5.5,67.35,0
2018-08-28 15:00:00,6.03,26.67,43.48,97.68,28.61,54.36,1019.6,19.63,19.45,0
2018-08-28 16:00:00,6.63,11.33,33.03,245.19,31.73,62.72,1007.57,4.85,38.62,0
2018-08-28 17:00:00,16.18,24.8,66.59,138.95,39.97,77.45,1004.92,15.47,53.29,1
2018-08-28 18:00:00,1.71,36.01,63.8,324.38,22.96,68.39,1014.2,18.83,60.94,0
2018-08-28 19:00:00,0.36,50.87,139.6,168.61,22.92,74.78,1004.34,27.46,100.0,1
2018-08-28 20:00:00,2.83,14.51,22.61,69.79,28.86,61.13,1022.14,9.91,51.65,0
2018-08-28 21:00:00,9.75,24.61,125.17,238.51,19.56,90.79,1006.89,7.91,87.55,1
2018-08-28 22:00:00,4.7,10.19,72.6,220.81,27.83,69.51,1005.88,25.07,53.06,0
2018-08-28 23:00:00,7.3,14.47,68.83,167.09,25.64,55.92,1007.94,1.27,62.8,0
2018-08-29 00:00:00,1.23,2.92,62.68,114.61,21.14,83.3,1017.96,3.28,24.35,0
2018-08-29 01:00:00,3.52,6.51,65.45,320.66,21.0,63.57,1004.32,7.15,56.04,0
2018-08-29 02:00:00,4.88,14.5,40.73,107.46,25.25,55.22,1009.84,10.27,46.51,0
2018-08-29 03:00:00,0.54,26.17,90.73,141.71,24.33,64.94,1008.54,4.66,70.86,1
2018-08-29 04:00:00,4.85,17.86,62.06,153.56,26.17,70.99,998.02,13.77,46.83,0
2018-08-29 05:00:00,3.17,36.37,45.84,165.57,35.53,57.0,1008.98,21.45,49.38,1
2018-08-29 06:00:00,36.35,45.03,67.01,114.66,33.91,50.48,1009.7,6.96,59.68,0
2018-08-29 07:00:00,4.51,33.62,50.57,83.22,30.31,68.41,1006.89,1.96,56.39,0
2018-08-29 08:00:00,16.91,78.06,110.04,239.75,31.87,76.76,1012.77,11.68,87.53,0
2018-08-29 09:00:00,7.25,24.81,30.82,36.94,22.53,61.33,1015.89,22.9,40.27,0
2018-08-29 10:00:00,3.96,5.53,63.39,97.21,31.54,55.94,1011.48,3.96,56.06,0
2018-08-29 11:00:00,14.9,16.42,81.13,114.75,22.62,65.3,1004.36,5.0,57.91,0
2018-08-29 12:00:00,0.98,4.17,29.81,76.94,31.39,64.63,1007.44,6.07,43.65,0
2018-08-29 13:00:00,2.75,9.56,57.61,182.83,38.2,66.21,1016.36,12.72,80.7,0
2018-08-29 14:00:00,10.26,34.68,125.59,262.32,33.64,80.6,1020.21,8.55,100.0,0
2018-08-29 15:00:00,0.08,9.43,36.91,107.15,33.05,76.73,1016.34,13.39,33.64,0
2018-08-29 16:00:00,4.36,33.43,60.92,223.33,22.29,68.41,1013.2,10.1,37.65,0
2018-08-29 17:00:00,4.32,12.27,42.87,238.7,28.14,67.49,1006.61,2.3,48.56,1
2018-08-29 18:00:00,5.84,65.54,120.33,182.23,29.76,67.18,1009.27,7.73,100.0,0
2018-08-29 19:00:00,3.56,38.04,65.13,170.53,33.99,55.18,1004.18,23.41,51.4,0
2018-08-29 20:00:00,9.9,18.7,49.71,91.07,24.29,70.55,1014.07,8.24,44.46,0
2018-08-29 21:00:00,1.82,7.89,61.35,75.79,27.75,61.16,1008.97,3.25,47.62,0
2018-08-29 22:00:00,11.14,45.92,97.32,167.38,37.23,54.85,1003.67,5.73,100.0,1
2018-08-29 23:00:00,1.17,5.96,30.58,112.42,28.63,65.25,1009.66,6.44,39.27,0
2018-08-30 00:00:00,6.3,14.54,30.92,131.22,15.95,70.79,1013.88,6.39,48.24,0
2018-08-30 01:00:00,13.45,18.16,46.58,116.0,22.13,52.67,1012.35,0.95,29.8,0
2018-08-30 02:00:00,1.62,17.36,50.69,71.02,24.68,46.79,1011.47,12.79,43.35,0
2018-08-30 03:00:00,2.18,32.64,74.93,129.0,22.78,82.69,1012.02,4.54,93.07,0
2018-08-30 04:00:00,11.48,20.56,57.68,202.02,29.79,78.31,1005.51,5.51,50.79,1
2018-08-30 05:00:00,5.45,31.66,45.0,67.62,34.69,73.23,1006.32,22.88,55.42,0
2018-08-30 06:00:00,0.37,16.96,43.58,111.68,35.69,54.49,1007.01,10.14,25.86,0
2018-08-30 07:00:00,5.66,10.23,16.65,66.67,36.08,55.01,1005.71,7.43,29.38,0
2018-08-30 08:00:00,8.47,16.95,59.08,116.73,25.16,69.61,1010.86,8.91,22.3,1
2018-08-30 09:00:00,11.89,14.9,30.63,162.92,27.18,69.39,1004.46,1.89,29.14,0
2018-08-30 10:00:00,6.15,48.0,58.43,283.36,27.9,64.18,1012.06,16.68,51.72,0
2018-08-30 11:00:00,7.48,22.03,51.41,95.91,44.54,90.73,1003.27,13.02,63.37,1
2018-08-30 12:00:00,18.3,31.15,77.81,104.13,30.65,75.02,1013.89,1.78,60.23,0
2018-08-30 13:00:00,10.53,24.81,61.25,96.64,27.71,67.31,1012.1,1.11,52.4,0
2018-08-30 14:00:00,3.42,9.34,106.5,140.35,23.48,72.64,1001.65,14.88,64.4,0
2018-08-30 15:00:00,3.92,13.35,21.47,93.13,35.1,61.18,1014.53,3.21,29.39,0
2018-08-30 16:00:00,12.99,30.43,38.14,169.03,21.59,65.74,1011.06,18.1,52.06,1
2018-08-30 17:00:00,6.03,8.27,31.48,86.01,29.86,49.45,1017.54,5.53,0.0,0
2018-08-30 18:00:00,5.2,6.33,69.26,108.44,28.03,55.48,1009.89,7.31,70.86,0
2018-08-30 19:00:00,3.3,11.11,35.88,169.04,26.59,54.04,1003.35,9.24,34.11,0
2018-08-30 20:00:00,12.58,19.32,37.37,62.85,38.95,58.53,1009.45,17.32,37.83,0
2018-08-30 21:00:00,1.75,33.59,82.34,155.41,31.45,71.49,1009.12,11.23,58.7,0
2018-08-30 22:00:00,2.76,8.67,35.4,135.68,34.09,56.92,1009.07,22.93,29.83,0
2018-08-30 23:00:00,12.54,30.3,108.4,139.39,21.94,74.27,1011.8,14.83,61.23,1
2018-08-31 00:00:00,12.41,19.13,49.19,122.58,34.11,49.62,1016.37,12.89,33.44,0
2018-08-31 01:00:00,27.66,44.62,108.22,240.68,36.06,86.58,1011.58,21.27,62.74,0
2018-08-31 02:00:00,4.37,19.14,51.01,103.77,29.86,50.36,1006.08,10.33,57.08,0
2018-08-31 03:00:00,3.36,40.84,87.69,189.74,25.88,73.85,1011.67,7.81,90.24,0
2018-08-31 04:00:00,3.74,9.14,78.95,98.17,23.86,59.0,1009.83,10.75,57.22,0
2018-08-31 05:00:00,0.47,5.89,13.54,54.1,28.43,61.43,1008.57,12.45,18.83,0
2018-08-31 06:00:00,0.13,66.38,71.91,102.4,27.22,83.53,1017.66,9.48,57.39,1
2018-08-31 07:00:00,6.13,35.81,44.42,105.39,25.0,71.17,1011.84,14.0,27.26,0
2018-08-31 08:00:00,3.08,11.45,27.86,66.23,30.92,51.14,1007.99,5.04,40.61,0
2018-08-31 09:00:00,1.91,7.61,79.41,258.44,29.41,71.64,1009.56,20.89,61.58,1
2018-08-31 10:00:00,5.12,10.1,115.8,204.54,26.2,72.23,1010.02,38.96,51.23,1
2018-08-31 11:00:00,6.27,35.04,68.56,98.05,26.29,54.17,1018.95,5.13,65.99,0
2018-08-31 12:00:00,4.06,11.25,37.16,86.88,18.88,71.61,1014.28,7.22,20.21,0
2018-08-31 13:00:00,4.17,10.25,55.52,106.13,27.36,88.3,1007.8,5.81,46.91,0
2018-08-31 14:00:00,3.04,8.97,29.66,163.48,21.42,73.28,1015.27,1.54,30.23,0
2018-08-31 15:00:00,9.05,28.87,72.4,167.8,26.12,55.86,1011.19,17.39,70.02,1
2018-08-31 16:00:00,2.54,13.07,83.07,153.51,29.89,90.71,1002.3,14.64,57.86,0
2018-08-31 17:00:00,1.43,30.88,76.42,174.07,18.05,62.57,1003.61,1.74,82.49,0
2018-08-31 18:00:00,2.9,50.88,65.65,210.49,26.63,62.71,1006.73,10.46,72.57,1
2018-08-31 19:00:00,5.87,20.65,53.34,302.75,30.11,57.16,1006.16,8.1,48.05,1
2018-08-31 20:00:00,9.54,25.55,139.13,339.3,19.73,81.64,1002.67,10.54,100.0,1
2018-08-31 21:00:00,21.25,31.3,80.33,158.15,24.78,48.94,1012.44,10.16,57.83,0
2018-08-31 22:00:00,5.15,19.44,43.68,100.66,20.79,53.12,1016.19,11.27,32.26,0
2018-08-31 23:00:00,17.09,18.77,39.02,127.59,32.92,73.73,1005.15,10.32,68.56,1
2018-09-01 00:00:00,2.3,19.47,43.16,162.12,24.63,88.69,1010.76,7.81,55.71,0
2018-09-01 01:00:00,1.83,26.84,85.71,130.8,24.36,48.27,1015.99,8.94,80.5,0
2018-09-01 02:00:00,7.17,11.81,53.01,134.35,32.79,75.1,1015.53,8.53,60.5,0
2018-09-01 03:00:00,8.18,50.66,66.64,157.19,26.68,54.92,1009.07,23.72,68.42,0
2018-09-01 04:00:00,5.68,13.63,81.05,263.16,38.03,64.98,1007.75,2.41,68.17,0
2018-09-01 05:00:00,36.98,71.87,183.25,221.73,30.99,75.33,1014.17,10.13,100.0,1
2018-09-01 06:00:00,2.45,23.61,66.28,85.97,30.56,76.95,1017.55,1.4,33.94,0
2018-09-01 07:00:00,14.51,18.63,94.38,112.89,30.74,77.72,1017.2,17.79,64.75,1
2018-09-01 08:00:00,1.89,30.17,44.36,178.73,35.19,64.19,1010.37,12.37,48.11,0
2018-09-01 09:00:00,8.78,21.73,52.87,213.41,10.95,72.28,1010.04,9.77,65.69,0
2018-09-01 10:00:00,4.93,23.41,36.25,90.5,31.83,67.79,1006.19,19.79,33.32,0
2018-09-01 11:00:00,6.07,16.33,76.85,195.88,23.52,57.51,1011.61,4.42,35.91,0
2018-09-01 12:00:00,7.24,18.84,54.36,202.96,21.5,68.1,1008.96,5.72,70.83,0
2018-09-01 13:00:00,5.12,7.4,12.94,105.48,27.24,50.99,1012.56,6.48,45.59,0
2018-09-01 14:00:00,4.16,23.71,38.11,262.74,27.54,54.27,1000.13,9.93,35.26,0
2018-09-01 15:00:00,0.3,12.99,45.54,110.92,18.37,68.3,1009.35,8.15,50.0,0
2018-09-01 16:00:00,10.9,27.01,35.74,151.4,21.47,74.76,1018.35,13.0,33.41,0
2018-09-01 17:00:00,0.9,19.76,34.93,39.31,20.23,60.54,1012.56,8.51,22.12,0
2018-09-01 18:00:00,3.12,20.95,92.83,285.51,23.38,88.25,996.0,14.52,68.94,1
2018-09-01 19:00:00,6.5,26.66,46.27,129.91,30.78,60.07,1014.79,3.25,21.65,0
2018-09-01 20:00:00,1.18,3.4,45.69,135.84,25.91,46.32,1017.67,22.7,47.97,0
2018-09-01 21:00:00,4.15,14.64,79.75,197.54,29.58,55.89,1002.59,2.6,69.07,0
2018-09-01 22:00:00,9.85,13.88,71.43,213.2,23.65,52.09,1011.65,11.34,46.53,0
2018-09-01 23:00:00,3.04,3.67,96.84,168.19,35.5,76.54,1008.1,2.61,86.43,0
2018-09-02 00:00:00,4.23,22.45,90.87,225.49,25.49,90.66,1012.25,15.57,48.52,0
2018-09-02 01:00:00,1.54,48.91,90.17,152.34,32.92,82.95,1013.34,8.83,52.38,1
2018-09-02 02:00:00,3.46,4.26,14.13,179.3,28.35,66.69,1011.67,0.44,38.98,0
2018-09-02 03:00:00,0.94,20.59,54.28,175.9,23.72,81.19,1011.45,3.09,55.92,1
2018-09-02 04:00:00,5.79,15.32,73.2,107.77,39.92,75.04,1019.45,26.33,52.11,1
2018-09-02 05:00:00,0.63,12.3,29.65,63.06,34.8,71.82,1030.0,9.64,37.88,0
2018-09-02 06:00:00,2.35,21.51,94.07,234.4,26.82,73.02,1013.72,4.68,63.79,0
2018-09-02 07:00:00,4.97,22.17,57.75,72.6,33.07,56.61,1012.49,7.12,43.14,0
2018-09-02 08:00:00,3.87,14.12,71.79,134.36,27.91,55.54,1007.75,9.26,63.38,0
2018-09-02 09:00:00,6.84,14.82,72.23,199.35,26.5,64.11,1010.24,3.08,56.05,0
2018-09-02 10:00:00,4.24,21.58,80.83,129.47,24.14,52.19,1010.65,2.22,57.87,0
2018-09-02 11:00:00,1.15,2.33,26.98,110.56,27.94,56.38,1012.95,4.03,28.96,0
2018-09-02 12:00:00,4.74,23.77,117.76,164.84,29.72,72.97,998.16,6.3,100.0,0
2018-09-02 13:00:00,12.2,21.78,103.39,135.91,29.18,82.47,1006.54,1.02,87.16,0
2018-09-02 14:00:00,10.42,43.01,81.76,239.37,31.19,68.24,1009.08,9.24,56.75,0
2018-09-02 15:00:00,36.23,48.73,62.35,100.76,27.87,78.97,1009.22,9.37,39.03,0
2018-09-02 16:00:00,2.68,34.13,59.59,103.54,20.84,61.19,1012.93,7.66,51.21,0
2018-09-02 17:00:00,9.56,14.74,39.33,99.03,30.2,52.04,1020.76,8.71,15.78,0
2018-09-02 18:00:00,8.97,13.74,23.0,84.9,23.96,77.2,1015.32,21.36,52.26,0
2018-09-02 19:00:00,17.61,24.14,44.98,111.68,18.79,74.79,1013.95,2.61,34.57,0
2018-09-02 20:00:00,13.91,50.59,51.19,203.48,26.58,65.66,1015.23,6.53,46.6,0
2018-09-02 21:00:00,6.21,18.3,69.05,155.9,24.92,61.56,1017.81,3.03,72.01,0
2018-09-02 22:00:00,8.23,15.92,47.17,99.16,23.16,86.42,1025.94,11.33,68.97,0
2018-09-02 23:00:00,6.87,23.97,83.85,149.88,20.6,70.52,1011.75,5.28,56.33,0
2018-09-03 00:00:00,4.56,11.43,39.54,145.23,29.32,70.99,1013.17,0.89,51.8,0
2018-09-03 01:00:00,7.7,24.65,33.39,43.96,24.14,76.18,1013.86,22.34,68.44,0
2018-09-03 02:00:00,5.61,17.64,30.75,91.5,22.6,65.13,1014.09,2.45,13.19,0
2018-09-03 03:00:00,5.38,12.82,47.24,220.12,29.92,52.05,1008.07,5.34,34.67,0
2018-09-03 04:00:00,18.28,30.87,65.07,138.19,26.6,65.01,1011.47,13.46,60.25,0
2018-09-03 05:00:00,6.32,18.92,39.66,119.26,29.7,57.17,1008.28,9.91,28.76,0
2018-09-03 06:00:00,5.15,28.49,48.54,113.77,26.85,63.61,1016.6,2.5,38.41,0
2018-09-03 07:00:00,3.99,7.83,69.77,223.42,29.65,70.95,1026.7,8.99,67.05,0
2018-09-03 08:00:00,3.64,12.19,18.51,204.09,19.65,54.54,1014.26,13.27,51.01,0
2018-09-03 09:00:00,1.1,16.11,60.58,66.37,35.66,62.37,1015.5,8.41,72.17,0
2018-09-03 10:00:00,4.56,10.75,39.47,253.55,18.19,63.73,1018.09,16.19,29.94,0
2018-09-03 11:00:00,12.74,23.61,85.42,111.83,32.37,55.37,1005.09,10.11,64.24,0
2018-09-03 12:00:00,2.59,9.9,127.42,256.17,27.03,74.68,1012.79,7.62,73.77,1
2018-09-03 13:00:00,0.09,9.33,20.92,150.9,39.67,61.63,1014.7,10.32,56.11,0
2018-09-03 14:00:00,7.44,12.25,67.18,98.53,27.99,68.96,1003.43,21.5,63.36,0
2018-09-03 15:00:00,5.82,53.29,106.39,168.39,31.44,66.64,1008.68,8.76,76.71,1
2018-09-03 16:00:00,18.02,19.28,37.47,124.45,16.34,56.73,998.82,4.57,40.64,0
2018-09-03 17:00:00,2.27,9.54,33.58,253.8,34.58,46.0,1003.38,12.25,36.02,0
2018-09-03 18:00:00,0.92,13.35,43.71,127.7,30.32,55.1,1005.24,15.48,36.03,0
2018-09-03 19:00:00,3.78,16.11,67.71,160.51,17.94,48.49,1003.48,1.56,53.16,0
2018-09-03 20:00:00,3.17,32.22,69.76,215.93,24.08,65.14,1017.75,15.74,50.01,0
2018-09-03 21:00:00,0.46,4.25,88.49,135.5,26.06,75.49,1004.0,8.65,76.23,0
2018-09-03 22:00:00,5.2,7.58,24.34,67.04,33.78,52.06,1013.61,11.86,15.9,0
2018-09-03 23:00:00,2.88,11.09,44.77,161.21,26.27,40.4,1010.91,20.04,48.74,0
2018-09-04 00:00:00,15.4,27.84,71.16,169.25,20.69,76.42,1009.87,1.95,32.62,0
